Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
JUAWAGNE,Netkel-AON,Netkel,834773726,MLA37968366,https://www.mercadolibre.com.ar/p/MLA37968366,LEAK_SEALANTS,description,UPDATE,,"Plavicon Tapagoteras x 5 Litros  
Impermeabilizante transparente para techos cerámicos  
7791419261962  

Características  
Impermeabilizante acrílico líquido incoloro formulado para el sellado de filtraciones en techos, terrazas y azoteas. Plavicon Tapagoteras actúa en profundidad, obstruye las fisuras no localizables, ya que su fluidez le permite hacer el mismo recorrido que el agua de lluvia, penetrando profundamente en el material y obturando así toda falla que encuentre en su camino.  

Secado  
Al tacto 2 horas. Secado final a las 24 horas.  

Limpieza  
Agua. No requiere dilución.  

Rendimiento  
El consumo promedio es de 20 m2 por litro. Sobre baldosas es de 10 m2 por litro.  

Usos  
Impermeabilizante transparente para terrazas de cerámica/baldosa roja.  

Los productos descriptos anteriormente se encuentran en proceso de revisión periódica a efectos de incorporarle mejoras tecnológicas o de otro orden. Por dicha razón las características arriba señaladas están sujetas a modificaciones sin previo aviso.  
Las imágenes son a modo ilustrativo.","Plavicon Tapagoteras 5 Liters
Transparent waterproofing for ceramic roofs
7791419261962

Features
Colorless liquid acrylic waterproofing formulated to seal leaks in roofs, terraces, and rooftops. Plavicon Tapagoteras works deep inside, blocking untraceable cracks, since its fluidity allows it to follow the same path as rainwater, penetrating deeply into the material and sealing any flaw it finds along the way.

Drying
Touch dry: 2 hours. Final drying: 24 hours.

Cleaning
Water. No dilution required.

Coverage
Average consumption is 20 m² per liter. On tiles it is 10 m² per liter.

Uses
Transparent waterproofing for ceramic/red tile terraces.

The products described above are subject to periodic review in order to incorporate technological or other improvements. For this reason, the characteristics indicated above may change without prior notice.
Images are for illustrative purposes only.",,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:54:42,,,,
JUAWAGNE,Netkel-AON,Netkel,834773727,MLA37968366,https://www.mercadolibre.com.ar/p/MLA37968366,LEAK_SEALANTS,main_features,ADD,,,Materiales: Polímero acrílico,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:54:43,,,,
TOVULCAN,Netkel-BBH,Netkel,854402110,MLA35954728,https://www.mercadolibre.com.ar/p/MLA35954728,EFFECTS_PEDALS,title,UPDATE,,Pedal De Efeito M-vave Cube Baby Guitarra Multifuncional Azul,"Pedal De Efeito M-vave Cube Baby Guitarra Multifuncional Azul. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:55:18,,,,
TOVULCAN,Netkel-BBH,Netkel,854402111,MLA35954728,https://www.mercadolibre.com.ar/p/MLA35954728,EFFECTS_PEDALS,description,UPDATE,,"Este pedal de efectos te permite cambiar el sonido de tu instrumento y, de este modo, explorar nuevas posibilidades sonoras. ¡Crea con mayor libertad y disfruta de la música! 
 
 Amplia gama de sonidos 
 Este pedal tiene 6 efectos que te permitirán crear nuevos sonidos y mejorar tu música. ¡Atrévete a explorar diferentes sonidos!","Este pedal de efectos te permite cambiar el sonido de tu instrumento y, de este modo, explorar nuevas posibilidades sonoras. ¡Crea con mayor libertad y disfruta de la música!

Amplia gama de sonidos
Este pedal tiene 6 efectos que te permitirán crear nuevos sonidos y mejorar tu música. Además, cuenta con 21 efectos en total para ampliar aún más tus combinaciones. ¡Atrévete a explorar diferentes sonidos!",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:55:18,,,,
TOVULCAN,Netkel-BBH,Netkel,854402112,MLA35954728,https://www.mercadolibre.com.ar/p/MLA35954728,EFFECTS_PEDALS,main_features,ADD,,,Incluye batería: Sí,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:55:18,,,,
TOVULCAN,Netkel-BBH,Netkel,854402113,MLA35954728,https://www.mercadolibre.com.ar/p/MLA35954728,EFFECTS_PEDALS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_680498-MLA92436598406_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:55:19,,,,
ELGRAMUG,Netkel-ATL,Netkel,148445575,MLA19571165,https://www.mercadolibre.com.ar/p/MLA19571165,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_917131-MLA79445845076_102024-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 10:56:02,,,,
ELGRAMUG,Netkel-ATL,Netkel,148445576,MLA19571165,https://www.mercadolibre.com.ar/p/MLA19571165,SUPPLEMENTS,attribute,UPDATE,AMINO_ACIDS_PER_SERVING,10g Essential Amino Acids,10g Essential,,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:56:02,OK,NOT OK,,ext_joatenci
MASEINHA,Netkel-ANE,Netkel,989516564,MLA63648513,https://www.mercadolibre.com.ar/p/MLA63648513,HEADPHONES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_605403-MLA105123628924_012026-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 10:56:25,,,,
MASEINHA,Netkel-ANE,Netkel,989516565,MLA63648513,https://www.mercadolibre.com.ar/p/MLA63648513,HEADPHONES,attribute,UPDATE,CONTROL_FUNCTIONS,"Control de volumen, Play, Control de llamadas","Control de volumen, Play",,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:56:25,OK,NOT OK,,ext_joatenci
FRANCOF,Netkel-AZG,Netkel,155949312,MLA26454619,https://www.mercadolibre.com.ar/p/MLA26454619,BOX_SPRING_AND_MATTRESS_KITS,image,ADD,,,,https://drive.google.com/file/d/1NjG_g_ZLmUKTSahpqd3xaUYb3iiCozT_/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:56:34,,,,
FRANCOF,Netkel-AZG,Netkel,155949313,MLA26454619,https://www.mercadolibre.com.ar/p/MLA26454619,BOX_SPRING_AND_MATTRESS_KITS,description,UPDATE,,"DENSITY 2

INFORMACIÓN SOBRE LA LÍNEA  
El modelo Density 2 se compone de espuma de poliuretano de alta densidad, con superficie en tela de tejido de punto y laterales tapizados con diseños exclusivos en tejidos de Jacquard. Está especialmente diseñado para el cuidado de la espalda, máxima firmeza y soporte.  
El colchón está diseñado de la base hacia arriba; utilizando materiales hipoalergénicos, durables y de alta calidad. Una construcción que permite que los colchones nunca sean dados vuelta, evitando así el esfuerzo innecesario que provoca la rotación de otros sistemas de descanso.

ESPECIFICACIONES  
» Modelo: Density 2  
» Estructura: Espuma de poliuretano de alta densidad 33kg.  
» Altura: Colchón 25cm | Colchón y Sommier 57 cm  

CFC FREE: Belmo protege al medio ambiente. En el proceso de industrialización no se libera CFC, el gas que perjudica la capa de ozono.  

Las fotografías son a modo ilustrativo.","DENSITY 2

INFORMACIÓN SOBRE LA LÍNEA
El modelo Density 2 se compone de espuma de poliuretano de alta densidad, con superficie en tela de tejido de punto y laterales tapizados con diseños exclusivos en tejidos de Jacquard. Está especialmente diseñado para el cuidado de la espalda, máxima firmeza y soporte.
El colchón está diseñado de la base hacia arriba; utilizando materiales hipoalergénicos, durables y de alta calidad. Una construcción que permite que los colchones nunca sean dados vuelta, evitando así el esfuerzo innecesario que provoca la rotación de otros sistemas de descanso.

Además, podés aprovechar la compra en 12 cuotas sin interés y te lo enviamos con envío gratis para que lo recibas sin preocupaciones.

ESPECIFICACIONES
» Modelo: Density 2
» Estructura: Espuma de poliuretano de alta densidad 33kg.
» Altura: Colchón 25cm | Colchón y Sommier 57 cm

CFC FREE: Belmo protege al medio ambiente. En el proceso de industrialización no se libera CFC, el gas que perjudica la capa de ozono.

Las fotografías son a modo ilustrativo.",,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:56:34,,,,
JULIEFLO,Netkel-AII,Netkel,211787506,MLA26994752,https://www.mercadolibre.com.ar/p/MLA26994752,COMPUTER_MICE,attribute,UPDATE,COLOR,Blanco,Turquesa Metálico,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:56:38,,,,
JULIEFLO,Netkel-AII,Netkel,211787507,MLA26994752,https://www.mercadolibre.com.ar/p/MLA26994752,COMPUTER_MICE,title,UPDATE,,Mouse Logitech M240 Silent Inalámbrico Blanco,Mouse Logitech M240 Silent Inalámbrico Turquesa Metálico,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:56:38,,,,
ELGRAMUG,Netkel-ATO,Netkel,222912620,MLA36856959,https://www.mercadolibre.com.ar/p/MLA36856959,INK_CARTRIDGES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_855428-MLA96873267223_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:57:03,,,,
ELGRAMUG,Netkel-ATO,Netkel,222912621,MLA36856959,https://www.mercadolibre.com.ar/p/MLA36856959,INK_CARTRIDGES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_954008-MLA99975350617_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:57:03,,,,
FRANCOF,Netkel-AZC,Netkel,789384018,MLA29793503,https://www.mercadolibre.com.ar/p/MLA29793503,SAFETY_GOGGLES,image,ADD,,,,https://drive.google.com/file/d/1amPhqYe23YYBIVolI8lKCbryGyTuaH4g/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-IMGI,NO,,15/05/2026 10:57:21,OK,NOT OK,,ext_lopmatia
FRANCOF,Netkel-AZC,Netkel,789384019,MLA29793503,https://www.mercadolibre.com.ar/p/MLA29793503,SAFETY_GOGGLES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_614409-MLA94156438520_102025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 10:57:21,OK,NOT OK,,ext_lopmatia
FRANCOF,Netkel-AZC,Netkel,789384020,MLA29793503,https://www.mercadolibre.com.ar/p/MLA29793503,SAFETY_GOGGLES,attribute,UPDATE,FRAME_TYPE,Medio marco,Medio,,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:57:22,REVISAR,OK,"Si el atributo se llama tipo de marco, no seria necesario mantener la palabra marco dentro de el valor.",ext_lopmatia
MASEINHA,Netkel-ANL,Netkel,892012381,MLA53598014,https://www.mercadolibre.com.ar/p/MLA53598014,BABY_RATTLES,image,ADD,,,,https://drive.google.com/file/d/1ACJO3vcwZjpmHerFPHbu15cazDv7DKc4/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:57:51,,,,
MASEINHA,Netkel-ANL,Netkel,892012382,MLA53598014,https://www.mercadolibre.com.ar/p/MLA53598014,BABY_RATTLES,attribute,UPDATE,MIN_RECOMMENDED_AGE,3 meses,Fauna R,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:57:51,,,,
FRANCOF,Netkel-AZF,Netkel,679081585,MLA38296776,https://www.mercadolibre.com.ar/p/MLA38296776,NIGHTSTANDS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_931188-MCO47315439092_082021-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:58:09,,,,
FRANCOF,Netkel-AZF,Netkel,679081586,MLA38296776,https://www.mercadolibre.com.ar/p/MLA38296776,NIGHTSTANDS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_671013-MLA99933389029_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:58:10,,,,
FRANCOF,Netkel-AZF,Netkel,814384357,MLA38296776,https://www.mercadolibre.com.ar/p/MLA38296776,NIGHTSTANDS,attribute,UPDATE,COLOR,Nevado/Gris,15 kg,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:58:10,,,,
ELGRAMUG,Netkel-ATV,Netkel,901476885,MLA60819472,https://www.mercadolibre.com.ar/p/MLA60819472,SNEAKERS,image,ADD,,,,https://drive.google.com/file/d/16XgkjPqzQ3auCnWaaNg5nyCoLfcK5ci3/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:58:19,,,,
ELGRAMUG,Netkel-ATV,Netkel,901476886,MLA60819472,https://www.mercadolibre.com.ar/p/MLA60819472,SNEAKERS,attribute,UPDATE,COLOR,Black,28,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:58:19,,,,
DAMERCUR,Netkel-BFB,Netkel,356215726,MLA22317546,https://www.mercadolibre.com.ar/p/MLA22317546,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_649715-MLA74201097905_012024-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 11:00:32,OK,NOT OK,,ext_joatenci
DAMERCUR,Netkel-BFB,Netkel,356215727,MLA22317546,https://www.mercadolibre.com.ar/p/MLA22317546,SUPPLEMENTS,description,ADD,,,"Suplemento en polvo de creatina monohidrato Forzagen Premium Series, presentación de 400 g. Ideal para complementar rutinas de entrenamiento y preparar tus porciones de forma práctica.

Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 11:00:32,,,,
DAMERCUR,Netkel-BFB,Netkel,631078884,MLA22317546,https://www.mercadolibre.com.ar/p/MLA22317546,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_880903-MLA110248860811_042026-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 11:00:32,,,,
JUAWAGNE,Netkel-AOB,Netkel,888412068,MLA52716785,https://www.mercadolibre.com.ar/p/MLA52716785,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_740661-MLA100072296151_122025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 11:17:55,,,,
JUAWAGNE,Netkel-AOB,Netkel,888412069,MLA52716785,https://www.mercadolibre.com.ar/p/MLA52716785,SUPPLEMENTS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_753449-MLA92856765650_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 11:17:55,,,,
JULIEFLO,Netkel-AIK,Netkel,946892379,MLA19004586,https://www.mercadolibre.com.ar/p/MLA19004586,SNEAKERS,attribute,UPDATE,SIZE,45 AR,45.5 AR,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 11:18:26,REVISAR,,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
JULIEFLO,Netkel-AIK,Netkel,946892380,MLA19004586,https://www.mercadolibre.com.ar/p/MLA19004586,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_921828-MLU75334618518_032024-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 11:18:26,,,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
JUAWAGNE,Netkel-AOD,Netkel,780631093,MLA15552880,https://www.mercadolibre.com.ar/p/MLA15552880,NOTEBOOKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_904446-MLA44984054629_022021-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 11:21:56,,,,
JUAWAGNE,Netkel-AOD,Netkel,780631094,MLA15552880,https://www.mercadolibre.com.ar/p/MLA15552880,NOTEBOOKS,title,UPDATE,,"Apple MacBook Pro A1989 (2019) Gris espacial 13.3"" 2560 px x 1600 px Intel 8279U 8GB de Ram","Apple MacBook Pro A1989 (2019) Gris espacial 13.3"" 2560 px x 1600 px Intel 8279U 8GB de Ram - NICOSALGADO18",,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 11:21:57,,,,
JUAWAGNE,Netkel-AOD,Netkel,780631095,MLA15552880,https://www.mercadolibre.com.ar/p/MLA15552880,NOTEBOOKS,description,ADD,,,"MacBook Pro A1989 (2019) en color gris espacial, con pantalla de 13.3"" y resolución 2560 x 1600 px. Ideal para trabajo, estudio y edición, con rendimiento fluido gracias a su procesador Intel 8279U y 8GB de RAM.

Para consultas, escribinos a contacto@nicosalgado18.com o seguinos en Instagram: @nicosalgado18.",,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 11:21:57,,,,
JUAWAGNE,Netkel-AOD,Netkel,888412070,MLA15552880,https://www.mercadolibre.com.ar/p/MLA15552880,NOTEBOOKS,main_features,ADD,,,"Disponible en Gris espacial o Plata, almacenamiento 256 GB o 512 GB",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 11:21:57,,,,
JUAWAGNE,Netkel-AOJ,Netkel,350707551,MLA42155992,https://www.mercadolibre.com.ar/p/MLA42155992,OFFICE_RUBBER_BANDS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_681268-MLA82816000325_032025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 11:33:41,,,,
JUAWAGNE,Netkel-AOJ,Netkel,350707552,MLA42155992,https://www.mercadolibre.com.ar/p/MLA42155992,OFFICE_RUBBER_BANDS,title,UPDATE,,Banda Elástica Ezco 1 Kg Diámetro 6 cm Color Natural para Oficina y Escuela,"Banda Elástica Ezco 1 Kg Diámetro 6 cm Color Natural para Oficina y Escuela. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 11:33:41,,,,
ENSOLE,Netkel-AGM,Netkel,410133983,MLA32061157,https://www.mercadolibre.com.ar/p/MLA32061157,PET_TOY_BALLS,attribute,UPDATE,COLOR,Violeta,Turquesa Metálico,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 11:35:02,,,,
ENSOLE,Netkel-AGM,Netkel,410133984,MLA32061157,https://www.mercadolibre.com.ar/p/MLA32061157,PET_TOY_BALLS,attribute,UPDATE,PET_TOY_SIZE,5cm,"7,5cm",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 11:35:02,,,,
ENSOLE,Netkel-AGM,Netkel,410133985,MLA32061157,https://www.mercadolibre.com.ar/p/MLA32061157,PET_TOY_BALLS,attribute,UPDATE,DIAMETER,5 cm,"7,5 cm",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 11:35:02,,,,
ENSOLE,Netkel-AGM,Netkel,410133986,MLA32061157,https://www.mercadolibre.com.ar/p/MLA32061157,PET_TOY_BALLS,title,UPDATE,,Pelota Basket Chifle Para Perros Pequeños 5cm Goma Violeta Bestia Peluda,"Pelota Basket Chifle Para Perros Pequeños 7,5cm Goma Turquesa Metálico Bestia Peluda BP044",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 11:35:02,,,,
ENSOLE,Netkel-AGM,Netkel,410133987,MLA32061157,https://www.mercadolibre.com.ar/p/MLA32061157,PET_TOY_BALLS,description,UPDATE,,"La Pelota Basket Pequeña de Bestia Peluda es el juguete ideal para perros pequeños o cachorros. Con un diámetro de 5 cm, está diseñada específicamente para adaptarse a las bocas más pequeñas, proporcionando horas de diversión y ejercicio. Fabricada en goma de alta calidad, es resistente y segura para tu mascota. Este modelo, BP044, incluye un chifle que emite un sonido divertido al morderla, estimulando el instinto de juego de tu perro. Aunque no es apta para rellenar, su diseño compacto y ligero la hace fácil de transportar y perfecta para juegos tanto en interiores como exteriores. Viene en un envase con una unidad y está en condición nueva, lista para ser el nuevo juguete favorito de tu perro.","Pelota tipo basket con chifle para perros pequeños, fabricada en goma resistente para juegos de morder y perseguir. Esta variante viene en color Turquesa Metálico y tamaño 7,5cm (diámetro 7,5 cm) para un agarre cómodo. Ideal para estimular el juego y mantener a tu mascota entretenida en interiores o exteriores. Se vende por unidad.",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 11:35:02,,,,
JULIEFLO,Netkel-AIU,Netkel,258783058,MLA28187982,https://www.mercadolibre.com.ar/p/MLA28187982,PASTEL_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_797616-MLA99551611304_122025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 11:36:22,,,,
JULIEFLO,Netkel-AIU,Netkel,258783059,MLA28187982,https://www.mercadolibre.com.ar/p/MLA28187982,PASTEL_PAINTS,attribute,UPDATE,COLOR,Mix,72,,RECHAZO,APROBACION,NO,E-COH,,NO,,15/05/2026 11:36:22,REVISAR,REVISAR,"Si bien ""72"" no es un color válido, al ser un mix de diferentes colores, se podria aprobar para que refleje mejor lo que incluye la PDP",ext_vitofalo
JULIEFLO,Netkel-AIU,Netkel,258783060,MLA28187982,https://www.mercadolibre.com.ar/p/MLA28187982,PASTEL_PAINTS,title,UPDATE,,Pastel Tiza Koh-i-noor Toison D'Or 72 Unidades Incluye Estuche,Pastel Tiza Koh-i-noor Toison D'Or 72 Unidades Incluye Estuche Color Mix Formato Pack 72 Unidades Por Pack,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 11:36:22,,,,
JULIEFLO,Netkel-AIU,Netkel,258783061,MLA28187982,https://www.mercadolibre.com.ar/p/MLA28187982,PASTEL_PAINTS,description,UPDATE,,"El set Toison Dor 72 Colors Koh-i-Noor 8517 Soft Dry Pastel es una obra maestra de la marca Koh-i-Noor, conocida en todo el mundo por su calidad superior. Este juego se compone de 72 pasteles secos, cada uno con un diámetro de 10 mm y una longitud de 75 mm. Son pasteles suaves y duros, perfectos para dibujar sobre papel, que proporcionan una experiencia de escritura excepcional. 
 
 Cada pastel está envuelto individualmente para garantizar su protección y durabilidad. Además, tienen una resistencia perfecta a la luz, lo que significa que tus obras de arte mantendrán sus colores vibrantes a lo largo del tiempo. 
 
 Para un uso más cómodo, se puede utilizar un versátil soporte para tartas KOH-I-NOOR. Este accesorio no solo facilita el manejo de los pasteles, sino que también ayuda a prolongar su vida útil. 
 
 Después de terminar el dibujo, te recomendamos que lo estabilices con un sujetador. Esto preservará su obra de arte y evitará que los colores se desvanezcan o se propaguen. 
 
 El modelo Toison D'Or es uno de los modelos más populares de Koh-i-Noor, reconocido por su calidad y rendimiento excepcionales. Con este set, tendrás todo lo que necesitas para crear diseños increíbles, tanto si eres un artista profesional como un entusiasta del arte.","El set Toison Dor 72 Colors Koh-i-Noor 8517 Soft Dry Pastel es una obra maestra de la marca Koh-i-Noor, conocida en todo el mundo por su calidad superior. Este juego se compone de 72 pasteles secos, cada uno con un diámetro de 10 mm y una longitud de 75 mm. Son pasteles suaves y duros, perfectos para dibujar sobre papel, que proporcionan una experiencia de escritura excepcional. 
 
 Cada pastel está envuelto individualmente para garantizar su protección y durabilidad. Además, tienen una resistencia perfecta a la luz, lo que significa que tus obras de arte mantendrán sus colores vibrantes a lo largo del tiempo. 
 
 Incluye estuche para guardarlos y transportarlos de forma práctica. Para un uso más cómodo, se puede utilizar un versátil soporte para tartas KOH-I-NOOR. Este accesorio no solo facilita el manejo de los pasteles, sino que también ayuda a prolongar su vida útil. 
 
 Después de terminar el dibujo, te recomendamos que lo estabilices con un sujetador. Esto preservará su obra de arte y evitará que los colores se desvanezcan o se propaguen. 
 
 El modelo Toison D'Or es uno de los modelos más populares de Koh-i-Noor, reconocido por su calidad y rendimiento excepcionales. Con este set, tendrás todo lo que necesitas para crear diseños increíbles, tanto si eres un artista profesional como un entusiasta del arte.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 11:36:23,,,,
